Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17999246,পাথারিয়ার খনি রহস্য (আবির-বাবু #2),Shahriar Kabir,"Kabir, Shahriar",,"=""""","=""""",5,3.92,প্রতীক প্রকাশনা সংস্থা ,Hardcover,89,1989,1989,,2017/03/04,,,read,"আবির-বাবু, ললি-টুনি থাকলে আর কিছু লাগে? আর তা যদি হয় শাহরিয়ার কবির এর বই!  আবির-বাবু সিরিজের প্রথম বই ""নুলিয়াছড়ির সোনার পাহাড়"" কমপেক্ষ চার,পাঁচবার পড়েছিলাম। এর যে সিকায়েল ছিলো জানতামই না গত বছড়ের আগে। জানার পর অনেক খুঁজে বইটা সংগ্রহ করলেও পড়া হয়ে ওঠেনি কোন কারণে। নেলী খালার বিয়ে, পাকড়াশীর শয়তানি, আবির-বাবুর চিঠি নিয়ে কথোপকথন(এই জায়গায় মনে হয়েছিলো, ইশ! এখন আমাদের সময়ও যদি চিঠির প্রচলন থাকতো! ফেসবুক ম্যাসেঞ্জারে টপাটপ কথা বলে যাই বন্ধুদের সাথে,  কোন আবেগ নাই, অথচ একটা চিঠি লিখার সময় কত না আবেগ দিয়ে লিখা হতো....),  ললি-টুনির আগমন, টুটি-বাবুর দুষ্টমি,  <br/>ললির....... আবিরের ভাবনা... প্রত্যেকটা বিষয় মন ছুয়ে গিয়েছে, মনে করতে ইচ্ছে করে প্রত্যেকটা ঘটনাই যে বাস্তব আর আমি আবির! <br/>যাহোক, আবির-বাবু সিরিজের আরো দুএকটা বই থাকলে মন্দ হতো না :( ",,,2,1
17999216,হানাবাড়ির রহস্য,Shahriar Kabir,"Kabir, Shahriar",,"=""""","=""""",4,3.62,Protik,Hardcover,80,2004,2004,2018/03/10,2018/02/09,,,read,,,,1,0
34102402,রিটিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9847009603730""",4,3.48,তাম্রলিপি,Hardcover,158,2017,2017,,2018/02/21,,,read,,,,1,1
34106291,আবারো টুনটুনি ও আবারো ছোটাচ্চু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789844952751""",4,3.85,পার্ল পাবলিকেশন্স,Hardcover,144,2017,2017,,2018/02/21,,,read,,,,1,1
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,112,2002,1937,,2018/02/19,to-read,to-read (#206),to-read,,,,0,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc.,Paperback,652,2006,2005,,2018/02/18,,,read,,,,1,0
17999265,"তিন গোয়েন্দা ভলিউম ১/১ (তিন গোয়েন্দা, #১,২,৩)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",0,4.60,সেবা প্রকাশনী,Paperback,280,1989,1988,,2018/02/16,to-read,to-read (#205),to-read,,,,0,0
93124,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""0747581088""","=""9780747581086""",0,4.58,Bloomsbury Publishing,Hardcover,607,2005,2005,,2018/02/16,,,read,,,,0,0
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""0316033677""","=""9780316033671""",0,4.15,Orbit,Mass Market Paperback,645,2008,2008,,2018/02/09,to-read,to-read (#204),to-read,,,,0,0
38466987,নিউক্লিয়ার পদার্থবিজ্ঞান,আবুল  বাশার,"বাশার, আবুল",,"=""""","=""""",0,0.0,মাওলা ব্রাদার্স,Hardcover,198,2000,,,2018/02/09,to-read,to-read (#203),to-read,,,,0,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",0,3.98,DeBolsillo,Mass Market Paperback,158,2004,1953,,2018/02/09,to-read,to-read (#202),to-read,,,,0,0
38123233,চন্দ্রাহত,Md. Fuad Al Fidah,"Fidah, Md. Fuad Al",,"=""""","=""9789849244080""",0,3.87,adee prokashon ,Hardcover,280,2018,,,2018/02/07,to-read,to-read (#201),to-read,,,,0,0
18963089,আবিষ্কারের নেশায়,Abdullah Al-Muti,"Al-Muti, Abdullah",,"=""""","=""9847015201135""",5,4.41,অনুপম প্রকাশনী,Hardcover,88,2010,1971,,2018/02/07,,,read,,,,1,1
35177258,নরওয়েজিয়ান উড,Haruki Murakami,"Murakami, Haruki",কৌশিক জামান,"=""""","=""""",0,4.03, বাতিঘর প্রকাশনী ,Hardcover,334,2017,1987,,2018/02/06,to-read,to-read (#200),to-read,,,,0,0
36000089,কনফেশন্স,Kanae Minato,"Minato, Kanae",কৌশিক জামান,"=""""","=""""",0,4.06,বাতিঘর প্রকাশনী,Hardcover,188,2017,2008,,2018/02/06,to-read,to-read (#199),to-read,,,,0,0
37776755,কুয়াশিয়া: স্পেলমেকারের অনুসন্ধান,Asraful Shumon,"Shumon, Asraful",,"=""""","=""9789849310976""",4,4.06,রোদেলা প্রকাশনী,Hardcover,432,2018,,2018/02/06,2018/01/18,,,read,"ফ্যান্টাসি পছন্দ করলে তুলে নিতে ভুলবেন না। অ্যারন, এলিস আর সামারলান এর সাথে অসাধারণ এ অ্যাডভেঞ্চারে বেরিয়ে পরতে বাধ্য হবেন, কিছু কিছু যায়গায় হাসতেও বাধ্য হবেন।<br/> <br/>আশা করি, অ্যারন বেচারার খাওয়া ঘুসিগুলোর সঠিক প্রাপ্যই পাবে &#x1f602;। <br/><i>পরবর্তী বইয়ের অপেক্ষায়.......</i><br/><spoiler> এলিস আর সামারলানের শেষ মহেুর্তের ঝগড়াটা সেই &#x1f605;&#x1f605;, এলিসের স্মৃতি পাওয়ার পর সামারলানের নাকের উপর..(আউচ), আর্টেমিসের ঘুসি &#x1f923;</spoiler>",,"এলিস আর সামারলানের শেষ মহেুর্তের ঝগড়াটা সেই &#x1f605;&#x1f605;, এলিসের স্মৃতি পাওয়ার পর সামারলানের নাকের উপর..(আউচ), আর্টেমিসের ঘুসি &#x1f923;",1,1
23697996,কিশোর উপন্যাস সমগ্র ৪,Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",,"=""""","=""9789350401033""",4,4.28,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,658,2012,,,2018/02/04,,,read,,,,1,0
16125266,কিশোর উপন্যাস সমগ্র ৩,Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",,"=""""","=""9788177569803""",4,4.34,আনন্দ পাবলিশার্স,Hardcover,668,2011,2011,,2018/02/04,,,read,,,,1,0
16125261,কিশোর উপন্যাস সমগ্র ২,Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",,"=""""","=""9788177568868""",5,4.40,আনন্দ পাবলিশার্স,Hardcover,659,2009,2009,,2018/02/04,,,read,,,,1,0
37702575,আর আমি হবো ধ্বংসতারা,তানজীম  রহমান,"রহমান, তানজীম",,"=""""","=""""",0,3.44,বাতিঘর প্রকাশনী,Hardcover,384,2018,2018,,2018/02/04,to-read,to-read (#198),to-read,,,,0,0
38338809,তবুও টুনটুনি তবুও ছোটাচ্চু,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9789848055007""",0,3.78,পার্ল পাবলিকেশন,Hardcover,120,2018,,,2018/02/04,to-read,to-read (#197),to-read,,,,0,0
30312891,"Lord of Shadows (The Dark Artifices, #2)",Cassandra Clare,"Clare, Cassandra",Franca Fritz,"=""1442468408""","=""9781442468405""",0,4.44,Margaret K. McElderry Books,Hardcover,699,2017,2017,,2018/02/04,to-read,to-read (#196),to-read,,,,0,0
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1442468351""","=""9781442468351""",0,4.38,Margaret K. McElderry Books,Hardcover,688,2016,2016,,2018/02/04,to-read,to-read (#195),to-read,,,,0,0
18171953,Other Worlds,Jon Scieszka,"Scieszka, Jon","Shaun Tan, Ray Bradbury, Neal Shusterman, Tom Angleberger, Rebecca Stead, Shannon Hale, D.J. MacHale, Eric S. Nylund, Kenneth Oppel, Rick Riordan, Greg Ruth","=""""","=""""",4,4.13,HarperCollins Children’s Books (UK),Paperback,331,2013,2013,,2016/10/26,,,read,,,,1,0
29363501,"Fantastic Beasts and Where to Find Them: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #1)",J.K. Rowling,"Rowling, J.K.",,"=""1338109065""","=""9781338109061""",4,4.19,Arthur A. Levine Books,Hardcover,280,2016,2016,,2017/12/07,,,read,,,,1,0
34217526,"The Demon Crown (Sigma Force, #13)",James Rollins,"Rollins, James",,"=""0062381733""","=""9780062381736""",0,4.21,William Morrow,Hardcover,441,2017,2017,,2017/11/09,to-read,to-read (#194),to-read,,,,0,0
34319257,এবার কাণ্ড কেদারনাথে,Satyajit Ray,"Ray, Satyajit",,"=""""","=""""",5,4.28,Ananda Publishers,Hardcover,50,1983,,,2017/11/06,,,read,,,,1,0
18693743,"Prince of Fools (The Red Queen's War, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0425268780""","=""9780425268780""",0,4.06,Ace,Hardcover,355,2014,2014,,2017/10/22,to-read,to-read (#193),to-read,,,,0,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,4.03,HarperTeen,Hardcover,388,2015,2015,,2017/10/14,to-read,to-read (#192),to-read,,,,0,0
31343175,"স্টর্ম ফ্রন্ট (ড্রেসডেন ফাইলস, #১)",Jim Butcher,"Butcher, Jim",তানজীম  রহমান,"=""""","=""""",4,3.98,বাতিঘর প্রকাশনী,Hardcover,256,2016,2000,2017/08/24,2017/09/15,,,read,,,,1,1
31526029,সিরাজ-উ-দ্দৌলা,Sikandar Abu Zafar,"Zafar, Sikandar Abu",,"=""""","=""""",5,3.82,,Hardcover,,,,2017/07/01,2017/08/17,,,read,,,,1,1
31301355,দ্য জুডাস স্ট্রেইন,James Rollins,"Rollins, James",Wasee Ahmed Rafi,"=""""","=""""",4,4.17,আদী প্রকাশন,Hardcover,392,2016,2007,2017/07/26,2017/08/17,,,read,"কি কাহিনী রে! পুরোটা উপভোগ করেছি, এদিকে জীব-বিজ্ঞান ক্লাসের সায়ানো ব্যাকটেরিয়ার পড়া, অপরদিকে রোলিন্সের এই বই!!",,,1,1
33304252,"দ্য লাস্ট ওরাকল (Sigma Force, #5)",James Rollins,"Rollins, James",আদনান আহমেদ রিজন,"=""""","=""9789849243748""",4,4.17,আদী প্রকাশন,Hardcover,350,2016,2008,2017/08/07,2017/08/17,,,read,"অ-সা-ম! <br/>প্রথম থেকেই চমক ছিলো, যদিও আগের বইটা থেকে এটাকে একটু উইক লাগছে। পুরো রাইডটা খারাপ ছিলো না!",,,1,1
9234374,হিমু মামা,Humayun Ahmed,"Ahmed, Humayun",,"=""9844151600""","=""""",3,3.34,অবসর,Hardcover,80,2004,2004,2017/07/20,2017/07/10,,,read,"ধুর , খুব আশা করছিলাম হিমুকে পাবো",,,1,1
31244,Our Mutual Friend,Charles Dickens,"Dickens, Charles",Richard Gaughan,"=""0375761144""","=""9780375761140""",3,4.09,Modern Library,Paperback,801,2002,1865,2017/08/03,2017/08/17,,,read,"খুব একটা মনমাতানো না, ডিকেন্সের অন্যান্যগুলোর চেয়ে খুবই ‍উইক বলা যায়",,,1,1
28383794,সী উলফ্,Jack London,"London, Jack",Neaz Morshed,"=""""","=""""",4,4.05,সেবা প্রকাশনী,Paperback,,,1904,2017/08/06,2017/08/17,,,read,"দারুন! সময়টা খারাপ কাটে নি, ",,,1,1
35079595,"এঞ্জেলস্ অ্যান্ড ডেমনস্‌  (Robert Langdon, #1)",Dan Brown,"Brown, Dan",Sheikh Abdul Hakim,"=""""","=""9789849174400""",4,3.93,সালমা বুক ডিপো,Hardcover,480,2016,2000,2017/08/16,2017/07/14,,,read,,,,1,1
20956873,"গ্যাংটকে গণ্ডগোল (ফেলুদা, #5)",Satyajit Ray,"Ray, Satyajit",,"=""8170668654""","=""9788170668657""",5,4.34,Ananda Publishers Pvt. Ltd.,Hardcover,96,1970,1970,,2017/04/30,,,read,,,,1,0
17902092,"বাদশাহী আংটি (ফেলুদা, #2)",Satyajit Ray,"Ray, Satyajit",,"=""8170668778""","=""9788170668770""",4,4.30,আনন্দ পাবলিশার্স প্রাঃ লিঃ,Hardcover,99,1967,1966,,2017/04/26,,,read,,,,1,0
22814425,বাড়ি থেকে পালিয়ে,Shibram Chakraborty,"Chakraborty, Shibram",,"=""""","=""""",5,4.16,বিশ্বসাহিত্য কেন্দ্র,Hardcover,86,2006,2006,2017/07/12,2017/07/12,,,read,"এতদিন পর বইটা পড়লাম! অনেক খোঁজার পর আজকে যখন বইটা হাতের কাছে পাই, তখন দেরি না করে সাথে সাখেই পড়া শুৃরু করে দেই। এক বসায় পড়া শেষ। বাংলা কিশোর সাহিত্যে তার অবদান তার বই না পড়লে বোঝা মুশকিল! লেখক কিশোরদের মন ঠিকই বুঝেছিলেন,<br/> শৃুধু কিশোরদের জন্য না, এ বই সমান তালে বড়দের জন্যও উপভোগ্য। <br/>(শেষে ‍মিনিকে দেখার প্রচন্ড ইচ্ছা মনের মাঝে ছিলো!)",,,1,0
1297123,The Black Obelisk,Erich Maria Remarque,"Remarque, Erich Maria",,"=""0449912442""","=""9780449912447""",4,4.38,Random House Trade Paperbacks,Paperback,448,1998,1956,,2017/07/11,,,read,,,,1,0
9232904,বিজ্ঞানী অনিক লুম্বা,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844042615""","=""""",4,3.85,Anupam Prakashani,Paperback,120,2005,2005,,2016/04/06,,,read,,,,1,0
28259603,রবিনসন ক্রুসো,Daniel Defoe,"Defoe, Daniel",Neaz Morshed,"=""9844626145""","=""""",4,3.68,প্রজাপতি প্রকাশন,Hardcover,101,1984,1719,,2017/07/11,,,read,,,,1,0
33633866,রামগড়ুরের ছানা,Sukumar Ray,"Ray, Sukumar",,"=""""","=""""",5,4.79,ওয়ার্ল্ড অব চিলড্রেন’স বুকস লিমিটেড ,,,,,,2017/07/11,,,read,,,,1,0
25935233,মাঞ্চুরিয়ান মুখোশ+কিংবদন্তী,Ismail Arman,"Arman, Ismail",,"=""9841614464""","=""""",3,3.74,Sheba Prokashoni,Paperback,168,2001,2001,2017/05/16,2017/04/26,,,read,,,,1,1
25093890,"সৈকতে সাবধান (তিন গোয়েন্দা, #১২০)",Rakib Hassan,"Hassan, Rakib",,"=""9841613611""","=""""",2,3.62,সেবা প্রকাশনী,Paperback,138,1998,1998,2017/05/11,2017/04/26,,,read,,,,1,1
25094039,"গ্রেট রবিনিয়োসো (তিন গোয়েন্দা, #১২৭)",Rakib Hassan,"Hassan, Rakib",,"=""9841613905""","=""""",2,3.66,সেবা প্রকাশনী,Paperback,152,1999,1999,2017/05/13,2017/04/26,,,read,,,,1,1
18003162,"তিন গোয়েন্দা ভলিউম ১৩ (তিন গোয়েন্দা, #৪৯,৫০,৫১)",Rakib Hassan,"Hassan, Rakib",,"=""9841612666""","=""""",3,4.06,সেবা প্রকাশনী,Paperback,224,1993,1993,2017/05/10,2017/04/22,,,read,,,,1,1
18003143,"তিন গোয়েন্দা ভলিউম ৭ (তিন গোয়েন্দা, #৩১,৩২,৩৩)",Rakib Hassan,"Hassan, Rakib",,"=""9841612364""","=""""",3,4.20,সেবা প্রকাশনী,Paperback,238,1992,1992,2017/05/13,2017/04/22,,,read,,,,1,2
18003139,"তিন গোয়েন্দা ভলিউম ৬ (তিন গোয়েন্দা, #২৮,২৯,৩০)",Rakib Hassan,"Hassan, Rakib",,"=""9841612291""","=""""",3,4.21,সেবা প্রকাশনী,Paperback,,1994,1992,2017/04/09,2017/04/22,,,read,,,,1,1
18003125,"তিন গোয়েন্দা ভলিউম ৩/১ (তিন গোয়েন্দা, #১৩,১৪,১৫)",Rakib Hassan,"Hassan, Rakib",,"=""9841612852""","=""""",3,4.23,সেবা প্রকাশনী,Paperback,224,1994,,2017/05/08,2017/04/22,,,read,,,,1,1
3923402,সায়েন্স ফিকশান সমগ্র ৪,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844460956""","=""""",3,4.15,প্রতীক প্রকাশনা সংস্থা,Hardcover,624,2005,2005,2017/03/17,2017/01/12,,,read,,,,1,0
3923386,সায়েন্স ফিকশান সমগ্র ৩,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844460611""","=""""",3,4.13,প্রতীক প্রকাশনা সংস্থা,Hardcover,568,2002,2002,,2017/01/12,,,read,,,,1,0
16319,The Body in the Library,Agatha Christie,"Christie, Agatha",,"=""157912626X""","=""9781579126261""",3,3.84,Black Dog & Leventhal Publishers,Hardcover,191,2006,1942,,2017/07/09,,,read,,,,1,0
28946557,ক্রেনিয়াল,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""""","=""9847009603211""",3,3.31,তাম্রলিপি ,Hardcover,152,2016,2016,2017/07/08,2017/01/12,,,read,"বেশ ভালোই বলা যায়, প্লট কমন, এর আগেও এরকম ব্যবহার করছেন সেম প্লটে, তবু মোটামুটি মানের লেগেছে, মাঝে মাঝে “রুহান রুহান” এর কথা মনে হয়েছে। ৩.৫/৫",,"ধন্যবাদ সাদ কে, বইটি উপহার দেয়ার জন্য!!",1,1
17407671,যকের ধন,হেমেন্দ্র কুমার রায়,"রায়, হেমেন্দ্র কুমার",Hemendra Kumar Roy,"=""8171571719""","=""9788171571710""",5,3.88,M.C.Sarkar & Sons Private Limited,,84,,1930,,2017/07/09,,,read,,,,1,1
21539898,কাকতাড়ুয়া,Selina Hossain,"Hossain, Selina",,"=""""","=""""",3,3.10,ঐতিহ্য,Hardcover,,2006,2006,,2017/07/05,,,read,"আমাদের পাঠ্যবই এ ছিলো, সেই সুবাদে অনেকবার পড়া হয়েছে, উপন্যাস হিসেবে চলোনসইও না, একেবাড়ে বাচ্চাদের গল্পের মতো হয়ে গেছে, এখনো ভেবে পাইনা এটা ক্লাস নাইন টেনের পাঠ্যবই য়ে কেন উপন্যাস হিসেবে দেয়া হলো।",,,1,0
